3562553;2022-03-04 20:53:19;875;0;4440;4440;44.4;5
9519451;2022-03-02 00:24:50;576;0;3000;3000;30.0;5
2343007;2022-03-07 07:31:25;181;0;1620;1620;16.2;5
5205491;2022-03-12 10:10:52;957;0;4200;4200;42.0;4
2071767;2022-02-20 06:42:26;539;0;4620;4620;46.2;4
8475116;2022-02-24 19:19:30;413;0;1920;1920;19.2;5
8247782;2022-02-22 13:53:06;253;0;2160;2160;21.6;4
7417353;2022-03-04 23:12:11;855;0;4020;4020;40.2;5
3779333;2022-02-22 01:55:11;63;0;2520;2520;25.2;4
8277568;2022-02-23 18:45:44;991;0;960;960;9.6;4
6647213;2022-02-24 02:05:52;69;0;2460;2460;24.6;4
3615246;2022-03-13 14:29:33;914;0;2580;2580;25.8;5
2719491;2022-02-24 09:03:15;387;0;4620;4620;46.2;4
9464034;2022-02-25 06:29:34;185;0;1680;1680;16.8;4
1830850;2022-02-16 03:06:35;116;0;1800;1800;18.0;4
464053;2022-03-13 10:05:16;347;0;1440;1440;14.4;5
9802263;2022-02-16 14:59:55;602;0;2520;2520;25.2;5
1563907;2022-02-20 14:42:42;504;0;3900;3900;39.0;4
133784;2022-02-24 20:28:31;496;0;3420;3420;34.2;4
4886964;2022-03-10 12:36:12;300;0;3240;3240;32.4;4
6245975;2022-02-23 09:07:47;815;0;1200;1200;12.0;5
7581208;2022-02-18 14:07:40;527;0;780;780;7.8;4
568072;2022-02-24 00:29:39;262;0;3240;3240;32.4;5
5111284;2022-02-23 03:12:45;308;0;3300;3300;33.0;5
9115235;2022-03-10 02:22:38;475;0;960;960;9.6;4
5512294;2022-02-26 02:58:49;759;0;1500;1500;15.0;4
1482681;2022-03-10 20:53:14;139;0;1320;1320;13.200000000000001;5
3457479;2022-02-19 14:03:30;192;0;3420;3420;34.2;5
2604540;2022-02-18 16:15:36;994;0;360;360;3.6;4
1087618;2022-03-12 20:35:10;933;0;2640;2640;26.400000000000002;4
5783801;2022-02-27 08:26:12;701;0;780;780;7.8;4
6611369;2022-02-17 22:23:26;899;0;2760;2760;27.6;5
5236984;2022-03-02 03:14:12;690;0;2760;2760;27.6;4
7201400;2022-02-28 08:46:47;856;0;2580;2580;25.8;5
2905018;2022-02-18 03:23:12;190;0;4740;4740;47.4;5
4123716;2022-02-27 18:58:19;221;0;2340;2340;23.400000000000002;5
3651748;2022-03-13 09:13:12;354;0;1800;1800;18.0;5
5066748;2022-02-28 01:08:15;917;0;600;600;6.0;4
9991976;2022-03-03 00:38:45;187;0;2640;2640;26.400000000000002;4
9825885;2022-03-02 13:43:21;288;0;2880;2880;28.8;4
3655234;2022-03-07 16:05:40;292;0;120;120;1.2;5
7719026;2022-02-28 05:34:37;70;0;3600;3600;36.0;4
9312619;2022-03-02 19:21:53;352;0;1020;1020;10.200000000000001;5
5772702;2022-03-12 04:47:18;318;0;2880;2880;28.8;4
4751213;2022-03-11 15:48:55;670;0;4380;4380;43.800000000000004;4
8853497;2022-03-09 08:37:19;908;0;1080;1080;10.8;4
5874978;2022-02-13 01:51:09;600;0;2160;2160;21.6;5
9966747;2022-03-06 18:32:39;360;0;3240;3240;32.4;4
7797506;2022-02-18 16:22:35;700;0;4800;4800;48.0;5
6333863;2022-02-26 13:25:15;792;0;720;720;7.2;5
3677596;2022-02-25 04:05:34;651;0;1860;1860;18.6;4
2063958;2022-03-05 09:33:36;503;0;120;120;1.2;5
4195463;2022-02-13 23:20:44;588;0;1920;1920;19.2;5
238504;2022-03-11 04:39:57;916;0;2100;2100;21.0;5
3645109;2022-02-22 17:10:48;465;0;180;180;1.8;4
5686894;2022-02-22 21:50:33;785;0;1560;1560;15.6;5
1020379;2022-03-11 08:12:42;101;0;1500;1500;15.0;5
146299;2022-02-17 03:16:48;25;0;420;420;4.2;5
4571410;2022-02-17 13:08:16;362;0;1920;1920;19.2;4
6098633;2022-03-13 00:23:44;967;0;1680;1680;16.8;4
4960743;2022-03-06 18:05:24;788;0;780;780;7.8;4
5795504;2022-03-03 05:46:33;406;0;5460;5460;54.6;4
9491740;2022-02-15 09:18:24;943;0;1920;1920;19.2;4
5765145;2022-02-18 20:34:04;590;0;360;360;3.6;5
3101143;2022-03-03 02:57:51;648;0;3240;3240;32.4;5
3129755;2022-02-22 20:53:21;289;0;3180;3180;31.8;4
1757501;2022-02-13 07:40:02;784;0;1620;1620;16.2;5
5284077;2022-03-11 17:33:49;306;0;1740;1740;17.400000000000002;5
2702140;2022-02-24 09:31:56;69;0;180;180;1.8;5
4519112;2022-02-26 04:53:55;422;0;2160;2160;21.6;4
7696556;2022-02-25 14:11:14;950;0;120;120;1.2;4
5935444;2022-02-17 15:43:44;506;0;180;180;1.8;4
